Species,Glucose_F,Galactose_F,Sucrose_F,Maltose_F,Lactose_F,Raffinose_F,Trehalose_F,Glucose,Inulin,Sucrose,Raffinose,Melibiose,Galactose,Lactose,Trehalose,Maltose,Melezitose,Methyl-?-D-glucoside,Soluble Starch,Cellobiose,Salicin,L-Sorbose,L-Rhamnose,D-Xylose,L-Arabinose,D-Arabinose,D-Ribose,Methanol,Ethanol,Glycerol,Erythritol,Ribitol,Galactitol,D-Mannitol,D-Glucitol,myo-Inositol,DL-Lactate,Succinate,Citrate,D-Gluconate,D-Glucosamine,N-Acetyl-D-glucosamine,Hexadecane,Nitrate,Nitrite,Vitamin-free,2-Keto-D-gluconate,5-Keto-D-gluconate,Saccharate,Xylitol,L-Arabinitol,Arbutin,"Propane 1,2 diol","Butane 2,3 diol",Cadaverine,Creatinine,L-Lysine,Ethylamine,50% Glucose,10% NaCl/5% glucose,Starch formation,Urease,Gelatin liquefaction,0.01% Cycloheximide,0.1% Cycloheximide,Growth at 19°C,Growth at 25°C,Growth at 30°C,Growth at 35°C,Growth at 37°C,Growth at 40°C,Growth at 45°C
Taphrina caerulescens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina carpini,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina communis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina confusa,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina dearnessii,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina deformans,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina epiphylla,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,NA,NA,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina flavorubra,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina johansonii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,NA,NA,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina letifera,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,NA,1,0,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,1,NA,0,0,1,0,0,0,0,0,0
Taphrina mirabilis,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina padi,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina populina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina populi-salicis,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,NA,1,0,1,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina pruni,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,0,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina pruni-subcordatae,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina robinsoniana,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,NA,NA,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina sacchari,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,NA,NA,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina sadebeckii,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,NA,NA,1,0,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina tormentillae,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina tosquinetii,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina ulmi,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,NA,NA,1,0,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina vestergrenii,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,1,1,1,NA,NA,0,0,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,0,0,0,0,0,0
Taphrina virginica,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina wiesneri,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Auriculibuller fuscus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,NA,1,0,1,1,1,0,0,0,0
Bullera anomala,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera arundinariae,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera begoniae,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,NA,0,1,0,1,1,1,1,0,NA,0,0,1,NA,1,0,0,NA,1,1,0,NA,0,1,1,0,0,0,0,0
Bullera boninensis,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera coprosmaensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera cylindrica,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera dendrophila,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera formosana,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera formosensis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera globispora,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,0,NA,0,1,NA,NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,0,0,0
Bullera hannae,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera hoabinhensis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,0,1,1,1,0,1,0,1,1,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,1,1,1,0,0,0,0
Bullera hubeiensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera huiaensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera japonica,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera komagatae,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera koratensis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,0,1,0,1,1,1,1,1,NA,0,0,1,NA,1,1,1,NA,0,1,0,NA,NA,1,1,0,0,0,0,0
Bullera kunmingensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera lagerstroemiae,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,NA,0,0,1,NA,1,1,0,NA,0,1,0,NA,NA,1,1,0,0,0,0,0
Bullera melastomae,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera miyagiana,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera mrakii,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera nakasei,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera ninhbinhensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,NA,0,1,1,NA,NA,1,1,1,0,0,0,0
Bullera oryzae,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera panici,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera penniseticola,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera pseudoalba,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera pseudohuiaensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera pseudoschimicola,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera pseudovariabilis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera sakaeratica,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera schimicola,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera setariae,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,NA,0,0,0,1,1,1,0,0,NA,0,0,0,NA,1,0,0,NA,0,1,1,NA,0,1,1,0,0,0,0,0
Bullera siamensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera sinensis var. sinensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera sinensis var. lactis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera taiwanensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera unica,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera variabilis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera waltii,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bulleribasidium oberjochense,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,0,0,1,0,NA,NA,1,NA,NA,1,1,1,1,1,0,0,0,0
Bulleromyces albus,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus adeliensis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,1,0,0,0,0
Cryptococcus aerius,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,1,1,1,0,0,0,0
Cryptococcus albidosimilis,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,1,1,1,0,0,0,0
Cryptococcus albidus var. albidus,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,1,1,0,0,0
Cryptococcus albidus var. kuetzingii,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,1,1,NA,0,0,0,0
Cryptococcus albidus var. ovalis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,NA,NA,1,1,1,1,0,0,0
Cryptococcus allantoinivorans,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus amylolentus,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,0,0,0,0
Cryptococcus amylolyticus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus antarcticus var. antarcticus,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,0,0,0,0,0,0
